Course ID;Course Title;Is Paid;Price;Subscribers;Reviews;Lectures;Level;Duration;Publish Date;Subject,,,,,,
962556;Learn To Code Trading Card Game Battle System With Unity 3D;TRUE;$199,00;56.650;1.212;70;All Levels;15.3 hours;2016-09-23;Web Development,,,,,
637786;Excel: 2015 to 2016 Edition;FALSE;Free;8.672;339;5;Expert Level;31 mins;2015-11-23;Excel Basic,,,,,,
4200228;Javascript Practicals Crash Course;TRUE;$24,00;59.066;502;7;Beginner Level;38 mins;2021-07-31;Web Development,,,,,
2323638;Beginner's Guitar Course Part 1;FALSE;Free;3.535;50;29;Beginner Level;38 mins;2019-04-18;Musical Instruments,,,,,,
3096118;Emotional Intelligence 2 - Heartfelt Leadership;TRUE;$199,00;13.862;163;11;All Levels;2.3 hours;2020-05-22;Public Speaking,,,,,
3062508;Beginners guide to Android App Development (Step by Step);TRUE;$49,00;239.447;1.285;17;All Levels;4.1 hours;2020-05-11;Web Development,,,,,
2182774;FREE Amazon FBA Course For Beginners - 2021 Private Label;FALSE;Free;30.624;1.585;15;All Levels;4.3 hours;2019-10-24;Business Finance,,,,,,
47817;Learn Ruby on Rails from Scratch;TRUE;$19,00;125.122;3.393;39;Intermediate Level;9.7 hours;2013-04-23;Web Development,,,,,
708578;Bootstrap 4 Quick Start: Code Modern Responsive Websites;FALSE;Free;134.658;6.587;18;Beginner Level;4 hours;2015-12-30;Web Development,,,,,,
2485240;Python : Master Programming and Development with 15 Projects;TRUE;$199,00;506.719;12.851;378;Beginner Level;32.1 hours;2019-08-20;Cyber Security,,,,,
4302197;The Comprehensive Microsoft Excel Course for all (No VBA);TRUE;$149,00;11.194;97;71;All Levels;7.1 hours;2021-09-17;Excel Basic,,,,,
2145726;Name that Key!;TRUE;$19,00;4.589;119;14;Expert Level;34 mins;2019-02-26;Musical Instruments,,,,,
3684002;The Python MicroDegree: From Basics To Building Python Apps;TRUE;$149,00;42.395;502;156;Intermediate Level;7.6 hours;2021-01-02;Cyber Security,,,,,
3727022;Management Consulting Skills Mastery;TRUE;$199,00;72.080;966;145;All Levels;7.6 hours;2020-12-31;Business Finance,,,,,
1612450;What You Need to Know Before You Learn to Play the Guitar;FALSE;Free;4.242;53;6;All Levels;35 mins;2018-06-12;Musical Instruments,,,,,,
787396;Microsoft Excel - Excel with The Ultimate Excel Course;TRUE;$189,00;8.806;1.678;191;All Levels;10.6 hours;2016-04-01;Excel Basic,,,,,
3792716;Diploma in Amazon Web Services (AWS);TRUE;$19,00;39.856;219;25;All Levels;2 hours;2021-03-23;Cyber Security,,,,,
1148688;Design Patterns in C# and .NET;TRUE;$99,00;66.014;9.726;173;Beginner Level;20.4 hours;2017-04-20;Web Development,,,,,
2420940;SVM for Beginners: Support Vector Machines in R Studio;TRUE;$19,00;52.423;111;54;All Levels;5.1 hours;2019-06-21;Web Development,,,,,
1326292;Complete Guide to TensorFlow for Deep Learning with Python;TRUE;$189,00;92.951;16.525;108;All Levels;14.2 hours;2017-09-26;Web Development,,,,,
1405632;SQL - MySQL for Data Analytics and Business Intelligence;TRUE;$189,00;173.160;43.463;315;Beginner Level;11.2 hours;2017-10-25;Business Finance,,,,,
2412206;Unconscious Bias: Fuel Diversity and Become a Better You;TRUE;$199,00;35.769;14.788;38;All Levels;2 hours;2019-07-22;Business Finance,,,,,
1020834;Music Theory for Electronic Producers - The Beginners Guide!;FALSE;Free;13.199;532;11;All Levels;50 mins;2017-05-22;Musical Instruments,,,,,,
2135486;Microsoft Power BI - Business Intelligence for Beginners;TRUE;$199,00;33.928;7.556;252;All Levels;32.4 hours;2019-02-04;Business Finance,,,,,
2879462;Public Speaking: A tactical approach;TRUE;$199,00;64.214;1.378;12;All Levels;53 mins;2020-06-16;Public Speaking,,,,,
1988542;Kubernetes Certified Application Developer (CKAD) with Tests;TRUE;$199,00;130.081;21.199;192;Beginner Level;14.6 hours;2018-10-27;Web Development,,,,,
4047904;Rock Music Production For TV/Film & Video Games;TRUE;$99,00;3.980;4;19;All Levels;2.4 hours;2021-09-28;Musical Instruments,,,,,
1178310;Microsoft Access: Complete MS Access Mastery for Beginners;TRUE;$174,00;18.051;1.496;63;Beginner Level;7.2 hours;2017-04-18;Excel Basic,,,,,
1623798;Adobe Illustrator CC – Advanced Training Course;TRUE;$199,00;45.730;8.073;57;Beginner Level;9.5 hours;2018-04-04;Graphic Design,,,,,
4381314;Java Network Programming - Mastering TCP/IP | CJNP+ 2022PRO;TRUE;$199,00;34.869;138;36;All Levels;6.2 hours;2021-11-05;Cyber Security,,,,,
2080096;Professional Advertising & Graphic Design [Mascot/Logo];FALSE;Free;26.913;351;11;Beginner Level;2.4 hours;2018-12-14;Graphic Design,,,,,,
4345702;CSS, JavaScript And PHP Complete Course For Beginners;TRUE;$189,00;36.514;234;75;All Levels;7.2 hours;2021-10-21;Cyber Security,,,,
2566428;Sound Healing PRO Course: Part 1;TRUE;$99,00;3.663;832;142;All Levels;9.3 hours;2019-09-24;Musical Instruments,,,,,
2634988;Adobe Photoshop Layer Basics Guide;TRUE;$199,00;18.755;49;37;Intermediate Level;45 mins;2019-11-02;Graphic Design,,,,,
2178632;Photoshop 2019 : Creating awesome designs and manipulations;TRUE;$199,00;21.782;250;26;Expert Level;2.1 hours;2019-02-22;Graphic Design,,,,,
1913398;Big Data on Amazon web services (AWS);TRUE;$149,00;162.191;1.311;36;Intermediate Level;7.1 hours;2018-10-02;Web Development,,,,,
931384;The Complete Ethical Hacking Course for 2016/2017!;TRUE;$189,00;122.141;3.325;93;All Levels;16.1 hours;2016-08-24;Cyber Security,,,,,
1024832;How To Write 1 Book In Under 6 Hours;TRUE;$99,00;21.851;247;19;All Levels;40 mins;2016-12-02;Business Finance,,,,,
520468;Canva for Beginners - Graphic Design Theory Volume 1;TRUE;$199,00;18.974;337;31;Beginner Level;2.6 hours;2015-06-05;Graphic Design,,,,,
2705734;SUPERFANS: Digital Marketing For Musicians;FALSE;Free;4.160;64;11;All Levels;46 mins;2020-01-21;Musical Instruments,,,,,,
1321664;Learn Maya - Character Head Modeling for Beginners;FALSE;Free;34.349;968;19;All Levels;2 hours;2017-08-18;Graphic Design,,,,,,
3797306;Time Series Analysis Real World Projects in Python;TRUE;$1,00;62.863;423;38;All Levels;3.9 hours;2021-01-26;Cyber Security,,,,,
9385;Microsoft Excel 2010: Advanced Training;TRUE;$49,00;75.572;2.479;135;All Levels;8.3 hours;2011-09-08;Excel Basic,,,,,
1841088;Python Programming Bootcamp  (2019);FALSE;Free;44.282;1.439;76;Intermediate Level;3 hours;2018-08-07;Web Development,,,,,,
3722738;The Complete Microsoft OneDrive Course - Mastering OneDrive;TRUE;$199,00;27.392;144;84;All Levels;5.3 hours;2021-01-11;Excel Basic,,,,,
2792270;Sound Healing For Beginners - Sound Therapy - Sound Healing;TRUE;$199,00;12.895;71;20;Beginner Level;2.1 hours;2020-02-04;Musical Instruments,,,,,
2701734;S Corporation Income Tax - Form 1120S;TRUE;$199,00;21.614;197;22;All Levels;4 hours;2019-12-14;Business Finance,,,,,
903378;The Python Bible™ | Everything You Need to Program in Python;TRUE;$189,00;144.995;43.226;75;Beginner Level;9.2 hours;2016-08-18;Web Development,,,,,
382002;C# Basics for Beginners: Learn C# Fundamentals by Coding;TRUE;$179,00;188.681;56.915;87;Beginner Level;5.4 hours;2015-09-28;Web Development,,,,,
3427082;Microsoft Excel Training: From Zero to Hero in 8 Hours;TRUE;$19,00;52.234;667;63;All Levels;7.4 hours;2020-10-08;Excel Basic,,,,,
2500536;Ethical Hacking Course For Beginners;TRUE;$199,00;52.735;711;40;Expert Level;3.8 hours;2019-08-12;Cyber Security,,,,,
288942;#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs;TRUE;$189,00;3.211;26;68;Beginner Level;1.7 hours;2014-09-18;Musical Instruments,,,,,
289230;Learn and Understand AngularJS;TRUE;$174,00;94.355;21.080;55;Intermediate Level;6.9 hours;2014-09-24;Web Development,,,,,
362562;Sales Skills Training: Give a Winning Sales Presentation;TRUE;$199,00;27.484;215;25;Intermediate Level;1.1 hours;2014-12-11;Business Finance,,,,,
3671332;50 Projects In 50 Days - HTML, CSS & JavaScript;TRUE;$99,00;55.474;8.553;164;Beginner Level;18.5 hours;2020-11-30;Web Development,,,,
2360064;TOTAL: CompTIA A+ Certification (220-1002).;TRUE;$139,00;114.828;19.791;107;Intermediate Level;14.9 hours;2019-06-09;Cyber Security,,,,,
874656;Create Stunning Infographics to Share your Ideas;FALSE;Free;32.051;2.396;7;All Levels;30 mins;2016-08-14;Graphic Design,,,,,,
780078;How to speak to anyone & be fearless - in less than 55 min;FALSE;Free;208.532;11.592;23;All Levels;57 mins;2016-03-03;Business Finance,,,,,,
1007784;PowerPoint: The Complete Step X Step PowerPoint Course! 6HR;TRUE;$199,00;19.324;293;48;All Levels;5.8 hours;2016-11-11;Excel Basic,,,,,
445324;Ultimate Ableton Live 9: Part 1 - The Interface & The Basics;TRUE;$34,00;3.332;450;35;All Levels;3.9 hours;2015-03-13;Musical Instruments,,,,,
3361682;Excel, PowerPoint, Word, Outlook & OneNote in 60 Minutes;TRUE;$99,00;18.035;396;60;All Levels;5 hours;2020-08-20;Excel Basic,,
1108858;AWS Essentials;TRUE;$199,00;86.004;22.775;61;All Levels;3.4 hours;2017-12-14;Cyber Security,,,,,
1954834;Winning With Communication - Master Communication Skills;TRUE;$199,00;51.524;494;14;Intermediate Level;2.2 hours;2018-10-11;Public Speaking,,,,,
4374930;Top 35 Formulas, Features and Functions in Excel;FALSE;Free;12.038;358;24;All Levels;1.2 hours;2021-11-01;Excel Basic,,,,,
2605802;Adobe Premiere Pro Basics Guide 2022;TRUE;$19,00;27.539;98;32;All Levels;1.3 hours;2019-10-15;Graphic Design,,,,,
637932;101 Crucial Lessons They Don't Teach You In Business School;TRUE;$199,00;71.013;3.017;84;Beginner Level;1.6 hours;2015-11-17;Business Finance,,,,,
353382;Learn GARAGEBAND- Have Fun, Make Your Own Music- It's Easy!;TRUE;$99,00;5.400;154;42;All Levels;2.8 hours;2014-12-01;Musical Instruments,,,,
212380;Introduction to JavaScript Development;FALSE;Free;51.255;2.250;19;Intermediate Level;40 mins;2014-08-28;Web Development,,,,,,
1077818;These 5 Books Will Make You a Better Entrepreneur;FALSE;Free;21.555;625;9;All Levels;1.4 hours;2017-01-19;Business Finance,,,,,,
247190;C++ Tutorial for Complete Beginners;FALSE;Free;596.231;42.898;82;Expert Level;18 hours;2014-10-11;Web Development,,,,,,
2909424;Data Security, Recovery and Storage Hacking for Newbies;TRUE;$799,00;34.662;406;8;Beginner Level;1.1 hours;2020-04-22;Cyber Security,,,,
2374468;Microsoft Word - Word from Beginner to Advanced;TRUE;$19,00;18.818;321;58;All Levels;5.5 hours;2019-06-06;Excel Basic,,,,,
822892;PowerPoint 2013 Microsoft Office Specialist Certification;TRUE;$199,00;15.040;226;21;All Levels;2.8 hours;2016-04-16;Excel Basic,,,,,
851712;The Complete JavaScript Course 2022: From Zero to Expert!;TRUE;$199,00;686.899;153.232;486;Intermediate Level;69 hours;2016-10-14;Web Development,,,,,
1780698;TOTAL: CompTIA Network+ Certification (N10-007);TRUE;$199,00;109.156;27.827;172;Beginner Level;23 hours;2018-07-19;Cyber Security,,,,,
1249536;Beginners Guide to Microsoft Excel Pivot Tables;TRUE;$19,00;26.662;2.020;16;Beginner Level;33 mins;2017-06-12;Excel Basic,,,,,
1020416;GarageBand 101- Learn How To Write & Record Your First Song!;FALSE;Free;20.405;986;9;Beginner Level;29 mins;2017-07-06;Musical Instruments,,,,,,
736456;Ninja Writing: The Four Levels Of Writing Mastery;TRUE;$199,00;105.319;14.717;52;All Levels;4.3 hours;2016-02-01;Business Finance,,,,,
1304160;Try Django 1.11 // Python Web Development;FALSE;Free;78.179;1.714;47;All Levels;8.1 hours;2017-07-27;Web Development,,,,,,
1124508;Sell Like an Expert;TRUE;$139,00;47.016;865;11;All Levels;36 mins;2017-02-28;Business Finance,,,,,
2432684;Entrepreneurship & Personality;TRUE;$99,00;17.839;87;23;Intermediate Level;3.3 hours;2020-04-12;Public Speaking,,,,,
866460;Angular 2+ with Typescript - Essential Training;TRUE;$189,00;57.857;1.780;67;Beginner Level;3 hours;2016-11-29;Web Development,,,,,
3358658;The Complete Business & Marketing Course - 23 Courses in 1;TRUE;$199,00;77.533;543;283;All Levels;42.6 hours;2020-11-05;Business Finance,,,,,
1096864;Linux for Absolute Beginners!;TRUE;$189,00;300.762;4.500;87;All Levels;7.4 hours;2017-02-06;Cyber Security,,,,,
2641782;Typing Masterclass: Learn Typing Fast & 15 Day Typing Race;TRUE;$199,00;11.097;172;58;All Levels;1.9 hours;2021-01-28;Excel Basic,,,,,
247788;Android App Development with Parse and Android Studio IDE;FALSE;Free;39.707;651;23;All Levels;3.2 hours;2014-07-15;Web Development,,,,,,
355662;Read Music FAST!;TRUE;$19,00;24.213;5.295;38;Beginner Level;1.4 hours;2014-12-17;Musical Instruments,,,,,
292038;Quality Management for Business Excellence;TRUE;$44,00;27.860;2.522;103;Beginner Level;3.5 hours;2014-09-06;Business Finance,,,,,
1426436;From Doodle to Logo;FALSE;Free;24.628;1.181;5;Intermediate Level;30 mins;2017-12-06;Graphic Design,,,,,,
991578;Boost Your Productivity: Adapt, Improve, Do!;TRUE;$49,00;37.567;10.305;9;All Levels;54 mins;2016-11-08;Public Speaking,,,
2312766;Data Visualization in Excel: All Excel Charts and Graphs;TRUE;$19,00;153.454;1.757;52;All Levels;4.4 hours;2019-04-11;Business Finance,,,,,
4361412;Complete Adobe XD Megacourse: Beginner to Expert;TRUE;$19,00;22.649;210;43;Beginner Level;25.5 hours;2021-10-29;Graphic Design,,,,,
767702;SAP Navigation Course;FALSE;Free;14.903;990;9;Beginner Level;31 mins;2016-02-23;Excel Basic,,,,,,
1261830;iOS 11 & Swift 4: From Beginner to Paid Professional™;TRUE;$199,00;39.999;4.547;187;Beginner Level;43.3 hours;2017-07-23;Web Development,,,,,
3694108;Smart Content Marketing Mastery 2023 | Leverage Data & AI;TRUE;$94,00;21.428;67;10;Beginner Level;41 mins;2021-04-28;Business Finance,,,,,
2497526;Complete Ethical Hacking & Cyber Security Masterclass Course;TRUE;$199,00;44.957;1.829;85;All Levels;13.7 hours;2019-10-30;Cyber Security,,,,,
3295780;Learn Python With 20+ Real World Projects [In 2020];TRUE;$199,00;31.416;563;23;Beginner Level;3.2 hours;2020-07-10;Cyber Security,,,,,
381354;Audacity: Producing & Recording with Powerful Free Software;TRUE;$34,00;9.153;375;38;All Levels;2.2 hours;2014-12-31;Musical Instruments,,,,,
1355158;Creativity, Design Thinking, and Innovation for Business;TRUE;$139,00;53.319;18.602;42;All Levels;3.1 hours;2017-09-25;Business Finance,,,
9711;Beginner PHP and MySQL Tutorial;FALSE;Free;320.480;10.279;156;All Levels;10.7 hours;2011-09-19;Web Development,,,,,,
1070124;Ionic - Build iOS, Android & Web Apps with Ionic & Angular;TRUE;$179,00;67.348;15.488;522;All Levels;20.4 hours;2017-01-18;Web Development,,,,
2888904;The Complete Personal Development Course - 22 Courses in 1;TRUE;$199,00;91.728;2.116;283;Beginner Level;53.8 hours;2020-04-21;Public Speaking,,,,,
3351258;Create Incredible Visual Graphics with Canva (2022 Edition);TRUE;$19,00;27.185;167;7;All Levels;56 mins;2020-07-24;Graphic Design,,,,,
2236248;Complete Linear Regression Analysis in Python;TRUE;$19,00;152.223;1.309;78;Beginner Level;7.5 hours;2019-03-11;Web Development,,,,,
580506;The Complete Evernote Mastery Course - Maximize Productivity;TRUE;$199,00;17.577;478;17;Intermediate Level;1.1 hours;2015-08-21;Public Speaking,,,,,
3360526;LeetCode in Java: Algorithms Coding Interview Questions;TRUE;$129,00;74.630;777;157;All Levels;32.6 hours;2020-07-30;Web Development,,,,,
41295;Learn HTML5 Programming From Scratch;TRUE;$24,00;318.846;14.627;72;All Levels;17.2 hours;2013-02-14;Web Development,,,,,
3907760;SQL- The Complete Introduction to SQL programming;TRUE;$39,00;142.126;2.265;26;Beginner Level;3.4 hours;2021-03-13;Web Development,,,,,
1931574;PowerPoint for Beginners - Program & Animation Basics FREE;FALSE;Free;108.202;5.859;28;All Levels;1.9 hours;2018-10-09;Excel Basic,,,,,,
506788;Excel to Access: Intro to Microsoft Access for Excel Users;TRUE;$39,00;18.669;4.035;120;All Levels;10 hours;2015-08-14;Excel Basic,,,,,
656874;The Beginning Guide to Microsoft PowerPoint 2013;FALSE;Free;15.846;511;8;All Levels;1.1 hours;2015-11-02;Excel Basic,,,,,,
1537802;Dropshipping For Newbies: Beginner Guide to Drop Shipping;TRUE;$79,00;22.502;154;36;All Levels;2.1 hours;2018-02-08;Business Finance,,,,,
3920666;Introduction to Music Production Masterclass;TRUE;$74,00;6.133;146;140;Intermediate Level;9.1 hours;2021-03-18;Musical Instruments,,,,,
1311030;Process Flowcharts & Process Mapping - The Beginner's Guide;TRUE;$174,00;41.483;9.877;81;Intermediate Level;3.8 hours;2017-10-17;Business Finance,,,,,
4017756;The Ultimate Python Guide for Beginners;TRUE;$19,00;35.642;443;60;Beginner Level;5.2 hours;2021-05-19;Cyber Security,,,,,
2607650;Adobe Audition Basics Guide 2022;TRUE;$19,00;20.735;29;50;Intermediate Level;1.4 hours;2019-10-16;Musical Instruments,,,,,
4014438;Introduction to Domain Names & Web Hosting(Free Domain Name);TRUE;$19,00;43.725;258;13;Intermediate Level;46 mins;2021-05-06;Web Development,,,,,
1413758;Cucumber, Selenium & Java -Develop a Framework in 2.5 Hours!;FALSE;Free;40.708;1.948;42;All Levels;2.4 hours;2018-01-12;Cyber Security,,,,,
1294240;Create a CRUD Application with Ionic 3 and Firebase;FALSE;Free;46.187;2.389;14;Intermediate Level;44 mins;2017-07-17;Web Development,,,,,,
475250;SAP : Supply Chain Logistics in R/3;TRUE;$139,00;14.232;2.706;142;Beginner Level;20.4 hours;2015-04-17;Excel Basic,,,,,
4146562;Data Analysis & Visualization: Python | Excel | BI | Tableau;TRUE;$49,00;30.879;417;98;Intermediate Level;9.6 hours;2021-06-27;Business Finance,,,,,
2763358;LOGO ANIMATION IN ADOBE AFTER EFFECTS;TRUE;$44,00;20.337;88;18;Intermediate Level;1.4 hours;2020-02-08;Graphic Design,,,,,
3349434;Complete Google Slides Course - Create Stunning Slides;TRUE;$199,00;52.312;470;102;All Levels;4.4 hours;2020-08-07;Business Finance,,,,,
1535290;Kickstart Clear Communication Skills;FALSE;Free;17.394;688;10;All Levels;1.1 hours;2018-02-01;Public Speaking,,,,,,
202252;Gospel Piano Lessons;FALSE;Free;25.538;256;24;All Levels;2.7 hours;2014-04-21;Musical Instruments,,,,,,
1162682;Unleash Your Creative Mind;TRUE;$199,00;49.825;499;52;All Levels;2.6 hours;2017-04-17;Public Speaking,,,,,
1229542;How to Start a Profitable Amazon Dropshipping Business Today;TRUE;$199,00;30.890;489;100;Intermediate Level;10.5 hours;2017-05-27;Business Finance,,,,,
3059538;Fingerstyle Guitar - Beginner to Advanced;TRUE;$199,00;4.137;609;128;Intermediate Level;8.3 hours;2020-05-10;Musical Instruments,,,,,
2327684;ASP.NET Zero: Development with ASP.NET Core & Angular;FALSE;Free;43.758;2.384;53;All Levels;3.3 hours;2019-04-26;Web Development,,,,,,
2770022;The 2022 Absolute Beginners Guide to Data Science;TRUE;$29,00;29.748;195;50;Beginner Level;41.6 hours;2020-01-23;Cyber Security,,,,,
1136898;Transformational Leadership & Leading Corporate Culture;TRUE;$99,00;14.019;6.340;27;All Levels;3.6 hours;2017-06-29;Public Speaking,,,,,
646906;Playing Piano:  Play Chords and Popular Pieces Vol.I;TRUE;$99,00;3.448;14;43;All Levels;3 hours;2016-02-01;Musical Instruments,,,,,
1046722;Ultimate Adobe Photoshop Training: From Beginner to Pro 2022;TRUE;$199,00;154.197;26.954;202;All Levels;15.4 hours;2017-01-12;Graphic Design,,,,,
3081868;Digital Nomad: How to find Freelancing Opportunities in 2022;TRUE;$99,00;42.927;341;19;All Levels;1.2 hours;2020-05-11;Public Speaking,,,,,
2928972;Build Shopify store & Run Facebook Page Likes Ad In 2022;TRUE;$189,00;41.294;121;28;Intermediate Level;1.4 hours;2020-04-03;Business Finance,,,,,
3141674;Typography & Social Media Using Adobe Illustrator CC 2020;TRUE;$29,00;20.288;118;71;All Levels;11.9 hours;2020-05-29;Graphic Design,,,,,
3659224;Google Docs Ultimate Guide 2022;TRUE;$199,00;71.738;588;90;Beginner Level;3.4 hours;2020-11-25;Excel Basic,,,,,
3338560;Microsoft Excel -Basic Excel/ Advanced Excel Formulas;TRUE;$79,00;190.433;3.423;34;Beginner Level;4.5 hours;2020-07-20;Excel Basic,,,,,
343816;SASS from Beginner to Expert;TRUE;$109,00;51.850;304;24;All Levels;3 hours;2014-12-20;Web Development,,,,,
986604;Master Strategic Thinking and Problem Solving Skills;TRUE;$64,00;30.869;6.135;41;Expert Level;2.4 hours;2017-01-24;Business Finance,,,,,
2610380;Adobe Animate Basics Guide 2022;TRUE;$19,00;23.161;38;51;Expert Level;1.4 hours;2019-10-19;Graphic Design,,,,,
1802404;The Complete Communication Skills Master Class for Life;TRUE;$199,00;133.658;19.631;601;All Levels;30.9 hours;2018-07-21;Business Finance,,,,,
1676310;Tableau Data Analyst/Specialist Desktop Certification;TRUE;$199,00;45.118;10.294;172;All Levels;14.9 hours;2018-06-06;Cyber Security,,,,,
708188;Maven Quick Start: A Fast Introduction to Maven by Example;FALSE;Free;48.577;3.340;78;All Levels;3.1 hours;2016-10-02;Web Development,,,,,,
1396598;Python eCommerce | Build a Django eCommerce Web Application;TRUE;$189,00;76.460;3.017;223;All Levels;33.1 hours;2017-11-15;Web Development,,,,,
895786;The Complete iOS 10 & Swift 3 Developer Course;TRUE;$199,00;62.783;10.827;223;All Levels;29.8 hours;2016-07-21;Web Development,,,,,
2482940;Paint your own 360° landscape art in Photoshop;TRUE;$59,00;17.461;68;9;Beginner Level;1 hour;2019-08-05;Graphic Design,,,,,
1070530;Salesforce Certified Administrator Training (Sep 2022);TRUE;$129,00;63.207;13.010;135;Beginner Level;21.3 hours;2017-08-14;Cyber Security,,,,,
4296924;How to Create a Professional Presentation in PowerPoint;TRUE;$19,00;51.649;595;30;All Levels;57 mins;2021-09-20;Graphic Design,,,,,
3340734;Microsoft OneNote (365,2019,2016,2010) Beginner to Advanced;TRUE;$99,00;8.789;73;58;All Levels;5.9 hours;2020-08-17;Excel Basic,,
3623250;Agile Metrics: Elevate Team Agility with Scrum Reporting;TRUE;$29,00;25.204;278;12;Intermediate Level;1.1 hours;2020-11-23;Business Finance,,,,,
963408;Web Development Building Websites Web Design HTML and CSS;TRUE;$199,00;18.338;214;40;All Levels;3.5 hours;2016-09-25;Graphic Design,,,,,
666914;Python for Beginners: Learn Python Programming (Python 3);TRUE;$199,00;107.172;31.109;78;All Levels;2.9 hours;2015-11-17;Web Development,,,,,
585916;How to Build a Website with WordPress For Fun and Business;FALSE;Free;23.953;390;56;All Levels;6.8 hours;2015-10-01;Graphic Design,,,,,,
34049;Mastering Microsoft PowerPoint Made Easy Training Tutorial;FALSE;Free;67.739;4.524;71;Expert Level;6.3 hours;2013-01-02;Excel Basic,,,,,,
3793168;Google Calendar :  Virtual Assistant;TRUE;$19,00;21.414;128;13;All Levels;34 mins;2021-08-25;Excel Basic,,,,,
2500516;Advanced Level Ethical Hacking Course;TRUE;$19,00;54.703;485;28;Beginner Level;2.8 hours;2019-08-12;Cyber Security,,,,,
4487166;SAP SD - S/4HANA / Fiori;TRUE;$149,00;8.587;167;229;Beginner Level;21 hours;2022-01-13;Excel Basic,,,,,
563556;Personal Branding: Strengthen Your Professional Reputation;TRUE;$199,00;21.134;10.723;24;All Levels;1.7 hours;2017-06-13;Public Speaking,,,,,
62497;How to Draw Cute Cartoon Characters;TRUE;$54,00;21.454;4.257;52;Beginner Level;2.4 hours;2013-10-01;Graphic Design,,,,,
1904576;Top 10 Excel Tips for MBAs;FALSE;Free;9.285;172;11;All Levels;1 hour;2018-09-19;Excel Basic,,,,,,
896380;How To Create Backing Tracks Using Ableton Live;TRUE;$189,00;4.582;120;30;Beginner Level;2 hours;2016-07-28;Musical Instruments,,,,,
2717120;Content Samurai: Super High-Speed Video Creation (2022);TRUE;$19,00;22.687;87;6;Beginner Level;34 mins;2019-12-24;Graphic Design,,,,,
958668;Designing for 3D Printing with Fusion 360;TRUE;$149,00;24.305;6.998;28;Beginner Level;4.1 hours;2016-09-18;Graphic Design,,,,,
1754098;The Data Science Course 2022: Complete Data Science Bootcamp;TRUE;$199,00;531.781;113.324;517;All Levels;31.9 hours;2018-06-21;Web Development,,,,,
1114214;Electronic Music Primer;TRUE;$19,00;9.263;305;9;Intermediate Level;48 mins;2017-02-16;Musical Instruments,,,,,
4372164;Digital Forensics Masterclass | Forensic Science 2022 DFMC+™;TRUE;$199,00;37.440;346;83;All Levels;11.8 hours;2021-10-30;Cyber Security,,,,,
3384040;Adobe Photoshop Mega Course-From Beginner to Super Designer;TRUE;$199,00;50.770;1.477;155;All Levels;18.2 hours;2020-08-07;Graphic Design,,,,,
1036542;Introduction to Game Development with Unity;FALSE;Free;119.272;5.360;18;All Levels;1.8 hours;2016-12-13;Web Development,,,,,,
4135650;Start Ethical Hacking with Parrot Security OS (Alt. to Kali);FALSE;Free;44.881;357;9;Beginner Level;2 hours;2021-06-21;Cyber Security,,,,,,
755984;Linux Security and Hardening, The Practical Security Guide.;TRUE;$199,00;32.447;3.512;58;Beginner Level;4.4 hours;2016-03-01;Cyber Security,,,,
4396628;Python for Machine Learning: The Complete Beginner's Course;TRUE;$64,00;62.256;481;87;All Levels;2.5 hours;2022-03-19;Web Development,,,,,
1359058;Ultimate Beginner Electric Guitar Masterclass;TRUE;$199,00;21.654;1.899;127;Beginner Level;12.3 hours;2017-10-25;Musical Instruments,,,,,
796014;Android Development Working With Databases Using Mysql & PHP;TRUE;$199,00;67.554;663;20;All Levels;3.6 hours;2016-04-19;Web Development,,,,,
1056502;Healing Relationships with EFT;TRUE;$19,00;16.158;50;25;Beginner Level;1.4 hours;2017-01-18;Public Speaking,,,,,
1350066;Entrepreneurship Empire: Entrepreneur's Wealth Creation!;TRUE;$199,00;51.065;206;79;All Levels;4 hours;2017-09-20;Business Finance,,,,,
1337206;Feedback is Fuel;FALSE;Free;59.647;20.264;27;Beginner Level;34 mins;2017-10-02;Public Speaking,,,,,,
1217894;Spring Framework 5: Beginner to Guru;TRUE;$199,00;93.602;17.648;536;All Levels;57.5 hours;2017-07-19;Web Development,,,,,
54520;Learning Responsive Web Design;TRUE;$49,00;19.118;192;64;Intermediate Level;4.5 hours;2013-05-17;Graphic Design,,,,,
4137020;The Complete Microsoft Word Course: Master Microsoft Word;TRUE;$199,00;17.188;268;146;All Levels;9.7 hours;2021-07-01;Excel Basic,,,,,
1934486;The Ultimate Guide to Digitally Painting Everything;TRUE;$199,00;19.189;996;76;All Levels;13.4 hours;2019-02-25;Graphic Design,,,,,
1517986;QuickBooks Online 2022 & 2021 Start to Finish;TRUE;$199,00;73.972;3.619;697;All Levels;155.6 hours;2018-01-25;Business Finance,,,,,
2764004;8D Audio Conversion Course: Convert Any Music Track To 8D;TRUE;$19,00;15.676;176;8;Intermediate Level;39 mins;2020-01-17;Musical Instruments,,,,,
3887162;Building AWS Basic Architecture for super beginners;TRUE;$19,00;32.669;360;141;Intermediate Level;11.8 hours;2021-03-06;Cyber Security,,,,,
817764;Power BI for Excel Users - Work Smarter, Grow Faster;TRUE;$3,00;14.883;5.445;33;All Levels;3 hours;2016-07-25;Excel Basic,,,,
1148430;Music Theory Comprehensive Complete: Part 4,5, & 6;TRUE;$124,00;40.956;3.087;140;Beginner Level;10.2 hours;2017-03-18;Musical Instruments,,,
